enrollmentid,personid,calendarid,grade,startdate,enddate,schoolid,calendar_startdate,calendar_enddate,endyear,zip,schoolname,city_x,startyear,label,active,final_enddate,city_y
128951,84,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129070,107,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
144004,5218,416,12,2020-09-01,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128924,5238,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128741,5272,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128931,5352,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129013,5499,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128703,5530,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129026,5592,416,12,2020-09-02,2021-06-24,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-24,New Haven
128763,5734,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131461,5810,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128954,5828,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128795,6250,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128581,6259,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
133856,6419,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
142672,6503,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128811,6544,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128997,6686,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128632,6882,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129030,7185,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129037,7261,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129043,7389,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129044,7465,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129054,7527,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129062,7663,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128719,7666,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128926,11164,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128542,12112,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131468,12118,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131528,12146,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129048,12538,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128920,12689,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128922,12710,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128923,12725,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128927,12804,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128928,12812,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128745,12820,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128942,12993,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128935,13810,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128940,13811,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128969,13875,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128974,13878,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128985,13889,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129007,14000,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128948,14005,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128562,14040,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128955,14052,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128872,14080,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129036,14094,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128882,14096,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128972,14130,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128973,14138,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131481,14181,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129068,14218,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129071,14224,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128979,14240,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128980,14244,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128601,14245,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128984,14250,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128782,14577,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129004,14715,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129003,14723,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129006,14775,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129008,14814,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128837,14832,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129020,14944,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129023,14975,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128863,15078,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128864,15084,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128873,15110,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129034,15116,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128686,15121,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128886,15157,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129058,15202,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129074,15207,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128854,15293,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129055,15556,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129047,16663,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131457,16712,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131490,16736,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128571,16907,416,10,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128844,17163,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128708,17687,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128804,17977,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
142893,18003,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128739,24592,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128895,24611,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128740,24627,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128767,24661,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128769,24670,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128775,24701,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128776,24706,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131486,24707,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128780,24709,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128588,24731,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128809,24765,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128810,24774,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128812,24779,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128622,24789,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128627,24792,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128674,24824,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131503,24830,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128849,24841,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128857,24858,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128861,24871,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128874,24947,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128880,24951,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128881,24960,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
140875,24974,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128888,24975,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128885,24978,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128901,25003,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128902,25008,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128910,25014,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131501,25065,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129001,27232,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128743,27295,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128747,27329,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128554,27338,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128557,27341,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128773,27344,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128566,27364,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128786,27369,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128788,27374,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128791,27378,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128593,27388,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
140854,27390,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
133837,27445,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128803,27480,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128679,27889,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128868,27904,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128877,27926,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131524,27930,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131523,27931,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128894,27973,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128721,28001,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
133866,28985,416,09,2020-09-01,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128798,29167,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131473,29168,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129016,29183,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128771,29261,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129025,29552,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128528,32061,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128546,32177,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128550,32191,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128558,32223,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128573,32276,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131472,32278,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128586,32288,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
129022,32289,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131474,32308,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128590,32311,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128602,32325,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128609,32337,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128610,32341,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128611,32347,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131487,32349,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128617,32355,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128628,32409,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131492,32444,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131493,32451,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131495,32520,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131496,32540,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128665,32642,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131488,32676,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128690,32876,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131525,32888,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128712,32902,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131527,32916,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128718,32936,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
131539,32946,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128911,32947,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128530,32982,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
133850,33059,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128564,33070,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128576,33109,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128599,33183,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128761,33240,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128832,33277,416,11,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128583,33334,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128527,33560,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128538,33603,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128710,34049,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128677,34081,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128596,34208,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128604,34228,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
140860,34425,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128623,34491,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128631,34548,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128642,34578,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
133859,34650,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
140866,34735,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128655,34788,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
140871,34842,416,09,2020-09-01,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128684,34896,416,10,2020-09-02,,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
128963,34988,416,12,2020-09-02,2021-06-25,30,2020-09-01,2021-06-25,2021,6511,ac,New Haven,2020,20-21,1,2021-06-25,New Haven
